station_complex_id,borough,routes,payment_method,latitude,longitude,ridership,transfers,region,ridership_percap,transfers_percap
N043,Manhattan,"['C', 'B']",metrocard,40.78586959838867,-73.96891784667969,2262,84,NW,0.0014170508428069635,5.262257771696946e-05
N043,Manhattan,"['C', 'B']",omny,40.78586959838867,-73.96891784667969,3840,156,NW,0.002405603552775747,9.772764433151472e-05
N044,Manhattan,"['C', 'B']",metrocard,40.78143310546875,-73.9721450805664,3861,105,NW,0.0024187591972049892,6.577822214621183e-05
N044,Manhattan,"['C', 'B']",omny,40.78143310546875,-73.9721450805664,5904,186,NW,0.003698615462392711,0.00011652142208757525
N046,Manhattan,"['C', 'B']",metrocard,40.77559280395508,-73.97640991210938,3134,25,NW,0.0019633233162497893,1.566148146338377e-05
N046,Manhattan,"['C', 'B']",omny,40.77559280395508,-73.97640991210938,6170,85,NW,0.0038652536251631143,5.3249036975504816e-05
N049,Manhattan,"['C', '1', 'B', 'A', 'D']",metrocard,40.76829528808594,-73.98173522949219,17500,279,NW,0.01096303702436864,0.00017478213313136288
N049,Manhattan,"['C', '1', 'B', 'A', 'D']",omny,40.76829528808594,-73.98173522949219,28071,376,NW,0.017585337846345833,0.00023554868120929189
N056,Manhattan,"['C', 'E']",metrocard,40.762454986572266,-73.9859848022461,6147,16,NW,0.0038508450622168015,1.0023348136565612e-05
N056,Manhattan,"['C', 'E']",omny,40.762454986572266,-73.9859848022461,10373,59,NW,0.006498261888787194,3.6961096253585696e-05
N060,Manhattan,"['3', 'C', '1', '2', 'S', '7', 'F', 'M', 'E', 'N', 'R', 'Q', 'B', 'W', 'A', 'D']",metrocard,40.75730895996094,-73.98196411132812,60601,268,NW,0.03796405752650079,0.00016789108128747402
N060,Manhattan,"['3', 'C', '1', '2', 'S', '7', 'F', 'M', 'E', 'N', 'R', 'Q', 'B', 'W', 'A', 'D']",omny,40.75730895996094,-73.98196411132812,71074,658,NW,0.044524965341141524,0.0004122101921162608
N070,Manhattan,"['C', 'E', 'A']",metrocard,40.752288818359375,-73.99339294433594,19118,84,NW,0.011976648104678836,5.262257771696946e-05
N070,Manhattan,"['C', 'E', 'A']",omny,40.752288818359375,-73.99339294433594,29184,209,NW,0.01828258700109568,0.0001309299850338883
N076,Manhattan,"['C', 'E']",metrocard,40.745906829833984,-73.99803924560547,4690,64,NW,0.0029380939225307954,4.009339254626245e-05
N076,Manhattan,"['C', 'E']",omny,40.745906829833984,-73.99803924560547,8375,142,NW,0.005246596290233563,8.89572147120198e-05
N078,Manhattan,"['C', 'E', 'A', 'L']",metrocard,40.74089431762695,-74.00169372558594,12822,153,NW,0.008032460612940268,9.584826655590867e-05
N078,Manhattan,"['C', 'E', 'A', 'L']",omny,40.74089431762695,-74.00169372558594,24948,228,NW,0.015628905581939932,0.00014283271094606
N080,Manhattan,"['F', 'M', 'C', 'E', 'B', 'A', 'D']",metrocard,40.73233795166016,-74.00049591064453,12765,32,NW,0.007996752435203753,2.0046696273131223e-05
N080,Manhattan,"['F', 'M', 'C', 'E', 'B', 'A', 'D']",omny,40.73233795166016,-74.00049591064453,26396,153,NW,0.01653601858829912,9.584826655590867e-05
N086,Manhattan,"['C', 'E']",metrocard,40.72622680664063,-74.00373840332031,2854,5,NW,0.0017879147238598911,3.132296292676754e-06
N086,Manhattan,"['C', 'E']",omny,40.72622680664063,-74.00373840332031,7070,18,NW,0.00442906695784493,1.1276266653636314e-05
N089,Manhattan,"['C', 'E', 'A']",metrocard,40.7208251953125,-74.0052261352539,4354,6,NW,0.0027276036116629172,3.758755551212105e-06
N089,Manhattan,"['C', 'E', 'A']",omny,40.7208251953125,-74.0052261352539,7799,47,NW,0.004885755757317201,2.9443585151161486e-05
N094,Manhattan,"['3', 'C', 'E', '2', 'R', 'A', 'W']",metrocard,40.714111328125,-74.00858306884766,12553,75,SW,0.007863943072394259,4.698444439015131e-05
N094,Manhattan,"['3', 'C', 'E', '2', 'R', 'A', 'W']",omny,40.714111328125,-74.00858306884766,16738,313,SW,0.010485675069364701,0.0001960817479215648
N095,Manhattan,"['J', 'C', '3', '2', '5', 'Z', '4', 'A']",metrocard,40.71037292480469,-74.0065689086914,15728,37,SW,0.009852951218243998,2.3178992565807977e-05
N095,Manhattan,"['J', 'C', '3', '2', '5', 'Z', '4', 'A']",omny,40.71037292480469,-74.0065689086914,24705,148,SW,0.01547667598211584,9.271597026323191e-05
N100,Brooklyn,"['C', 'A']",metrocard,40.699337005615234,-73.99053192138672,3624,2,SW,0.0013989490896794306,7.720469589842333e-07
N100,Brooklyn,"['C', 'A']",omny,40.699337005615234,-73.99053192138672,5579,33,SW,0.0021536249920865187,1.2738774823239849e-05
N103,Brooklyn,"['F', 'C', 'R', 'A']",metrocard,40.69233703613281,-73.9859390258789,7294,311,SW,0.002815655259415499,0.00012005330212204827
N103,Brooklyn,"['F', 'C', 'R', 'A']",omny,40.69233703613281,-73.9859390258789,10666,542,SW,0.004117326432262916,0.0002092247258847272
N108,Brooklyn,"['C', 'G', 'A']",metrocard,40.68848419189453,-73.98500061035156,2830,27,SW,0.0010924464469626901,1.042263394628715e-05
N108,Brooklyn,"['C', 'G', 'A']",omny,40.68848419189453,-73.98500061035156,5573,67,SW,0.002151308851209566,2.5863573125971814e-05
N110,Brooklyn,['C'],metrocard,40.68611145019531,-73.97394561767578,1475,7,SW,0.000569384632250872,2.7021643564448164e-06
N110,Brooklyn,['C'],omny,40.68611145019531,-73.97394561767578,3083,41,SW,0.0011901103872741957,1.5826962659176783e-05
N111,Brooklyn,['C'],metrocard,40.68326187133789,-73.96583557128906,1220,6,SW,0.0004709486449803823,2.3161408769526997e-06
N111,Brooklyn,['C'],omny,40.68326187133789,-73.96583557128906,3249,25,SW,0.0012541902848698869,9.650586987302915e-06
N114,Brooklyn,"['C', 'S']",metrocard,40.68138122558594,-73.95684814453125,1338,30,SW,0.0005164994155604521,1.1580704384763498e-05
N114,Brooklyn,"['C', 'S']",omny,40.68138122558594,-73.95684814453125,2178,44,SW,0.00084075913833383,1.6985033097653132e-05
N116,Brooklyn,"['C', 'A']",metrocard,40.68043899536133,-73.95042419433594,4045,192,SW,0.0015614649745456118,7.411650806248639e-05
N116,Brooklyn,"['C', 'A']",omny,40.68043899536133,-73.95042419433594,5588,144,SW,0.0021570992034019476,5.558738104686479e-05
N119,Brooklyn,['C'],metrocard,40.6799201965332,-73.94085693359375,1473,25,SE,0.0005686125852918878,9.650586987302915e-06
N119,Brooklyn,['C'],omny,40.6799201965332,-73.94085693359375,2407,38,SE,0.0009291585151375247,1.4668892220700432e-05
N120,Brooklyn,"['C', 'A']",metrocard,40.67936325073242,-73.93073272705078,3462,236,SE,0.0013364132860017078,9.110154116013952e-05
N120,Brooklyn,"['C', 'A']",omny,40.67936325073242,-73.93073272705078,3752,258,SE,0.0014483600950544217,9.959405770896609e-05
N121B,Brooklyn,['C'],metrocard,40.6788215637207,-73.92078399658203,1299,32,SE,0.0005014444998602595,1.2352751343747733e-05
N121B,Brooklyn,['C'],omny,40.6788215637207,-73.92078399658203,1528,46,SE,0.0005898438766639542,1.7757080056637365e-05
N122,Brooklyn,['C'],metrocard,40.678340911865234,-73.91194915771484,1247,7,SE,0.00048137127892666944,2.7021643564448164e-06
N122,Brooklyn,['C'],omny,40.678340911865234,-73.91194915771484,1455,9,SE,0.0005616641626610297,3.4742113154290495e-06
N124,Brooklyn,"['J', 'C', 'Z', 'A', 'L']",metrocard,40.67949676513672,-73.90451049804688,2569,235,SE,0.0009916943188152476,9.07155176806474e-05
N124,Brooklyn,"['J', 'C', 'Z', 'A', 'L']",omny,40.67949676513672,-73.90451049804688,1637,145,SE,0.0006319204359285949,5.597340452635691e-05
N125,Brooklyn,['C'],metrocard,40.67454147338867,-73.89654541015625,553,24,SE,0.0002134709841591405,9.264563507810799e-06
N125,Brooklyn,['C'],omny,40.67454147338867,-73.89654541015625,271,13,SE,0.0001046123629423636,5.0183052333975165e-06
N126,Brooklyn,['C'],metrocard,40.67271041870117,-73.8903579711914,728,0,SE,0.00028102509307026093,0.0
N126,Brooklyn,['C'],omny,40.67271041870117,-73.8903579711914,371,1,SE,0.00014321471089157528,3.8602347949211665e-07
N127,Brooklyn,['C'],metrocard,40.674129486083984,-73.88075256347656,704,1,SE,0.0002717605295624501,3.8602347949211665e-07
N127,Brooklyn,['C'],omny,40.674129486083984,-73.88075256347656,389,2,SE,0.00015016313352243338,7.720469589842333e-07
N128,Brooklyn,"['C', 'A']",metrocard,40.67537689208984,-73.87210845947266,3108,219,SE,0.0011997609742614985,8.453914200877354e-05
N128,Brooklyn,"['C', 'A']",omny,40.67537689208984,-73.87210845947266,1677,121,SE,0.0006473613751082796,4.670884101854611e-05
N129,Brooklyn,['A'],metrocard,40.67704391479492,-73.86505126953125,1255,14,SE,0.0004844594667626064,5.404328712889633e-06
N129,Brooklyn,['A'],omny,40.67704391479492,-73.86505126953125,760,8,SE,0.00029337784441400865,3.088187835936933e-06
N131,Queens,['A'],metrocard,40.67937088012695,-73.85899353027344,1014,4,SE,0.000445121638047628,1.7559038976237793e-06
N131,Queens,['A'],omny,40.67937088012695,-73.85899353027344,728,2,SE,0.0003195745093675278,8.779519488118896e-07
N133,Queens,['A'],metrocard,40.67984390258789,-73.85147094726562,535,0,SE,0.00023485214630718045,0.0
N133,Queens,['A'],omny,40.67984390258789,-73.85147094726562,398,1,SE,0.00017471243781356602,4.389759744059448e-07
N134,Queens,['A'],metrocard,40.68042755126953,-73.84385681152344,1675,192,SE,0.0007352847571299575,8.42833870859414e-05
N134,Queens,['A'],omny,40.68042755126953,-73.84385681152344,989,171,SE,0.0004341472386874794,7.506489162341656e-05
N137,Queens,['A'],metrocard,40.68170928955078,-73.83768463134766,337,1,SE,0.00014793490337480339,4.389759744059448e-07
N137,Queens,['A'],omny,40.68170928955078,-73.83768463134766,208,1,SE,9.130700267643652e-05,4.389759744059448e-07
N139,Queens,['A'],metrocard,40.684329986572266,-73.83216094970703,535,20,SE,0.00023485214630718045,8.779519488118895e-06
N139,Queens,['A'],omny,40.684329986572266,-73.83216094970703,246,16,SE,0.00010798808970386242,7.023615590495117e-06
N141,Queens,['A'],metrocard,40.68595123291016,-73.82579803466797,1544,106,SE,0.0006777789044827788,4.653145328703015e-05
N141,Queens,['A'],omny,40.68595123291016,-73.82579803466797,695,116,SE,0.00030508830221213164,5.09212130310896e-05
N181,Queens,['A'],metrocard,40.668235778808594,-73.83406066894531,195,2,SE,8.560031500915924e-05,8.779519488118896e-07
N181,Queens,['A'],omny,40.668235778808594,-73.83406066894531,87,0,SE,3.81909097733172e-05,0.0
N181A,Queens,['A'],metrocard,40.672096252441406,-73.83592224121094,643,5,SE,0.0002822615515430225,2.194879872029724e-06
N181A,Queens,['A'],omny,40.672096252441406,-73.83592224121094,137,1,SE,6.013970849361444e-05,4.389759744059448e-07
N182,Queens,['A'],metrocard,40.66047668457031,-73.8302993774414,899,3,SE,0.00039463940099094435,1.3169279232178344e-06
N182,Queens,['A'],omny,40.66047668457031,-73.8302993774414,929,7,SE,0.0004078086802231227,3.0728318208416135e-06
N183,Queens,"['S', 'A']",metrocard,40.60838317871094,-73.81592559814453,63,0,SE,2.7655486387574523e-05,0.0
N183,Queens,"['S', 'A']",omny,40.60838317871094,-73.81592559814453,73,1,SE,3.204524613163397e-05,4.389759744059448e-07
N184,Queens,"['S', 'A']",metrocard,40.588035583496094,-73.81364440917969,201,0,SE,8.82341708555949e-05,0.0
N184,Queens,"['S', 'A']",omny,40.588035583496094,-73.81364440917969,231,4,SE,0.00010140345008777325,1.7559038976237793e-06
N185,Queens,"['S', 'A']",metrocard,40.58530807495117,-73.820556640625,120,1,SE,5.267711692871337e-05,4.389759744059448e-07
N185,Queens,"['S', 'A']",omny,40.58530807495117,-73.820556640625,116,0,SE,5.09212130310896e-05,0.0
N186,Queens,"['S', 'A']",metrocard,40.58320999145508,-73.82756042480469,65,0,SE,2.853343833638641e-05,0.0
N186,Queens,"['S', 'A']",omny,40.58320999145508,-73.82756042480469,71,2,SE,3.116729418282208e-05,8.779519488118896e-07
N187,Queens,"['S', 'A']",metrocard,40.580902099609375,-73.8355941772461,260,14,SE,0.00011413375334554564,6.145663641683227e-06
N187,Queens,"['S', 'A']",omny,40.580902099609375,-73.8355941772461,136,23,SE,5.970073251920849e-05,1.009644741133673e-05
N191,Queens,['A'],metrocard,40.59092712402344,-73.79692077636719,631,4,SE,0.0002769938398501512,1.7559038976237793e-06
N191,Queens,['A'],omny,40.59092712402344,-73.79692077636719,648,1,SE,0.0002844564314150522,4.389759744059448e-07
N192,Queens,['A'],metrocard,40.59237289428711,-73.78852081298828,428,14,SE,0.00018788171704574438,6.145663641683227e-06
N192,Queens,['A'],omny,40.59237289428711,-73.78852081298828,222,2,SE,9.745266631811974e-05,8.779519488118896e-07
N193,Queens,['A'],metrocard,40.59294128417969,-73.77601623535156,171,0,SE,7.506489162341656e-05,0.0
N193,Queens,['A'],omny,40.59294128417969,-73.77601623535156,73,0,SE,3.204524613163397e-05,0.0
N194,Queens,['A'],metrocard,40.59539794921875,-73.76817321777344,211,9,SE,9.262393059965435e-05,3.950783769653503e-06
N194,Queens,['A'],omny,40.59539794921875,-73.76817321777344,87,7,SE,3.81909097733172e-05,3.0728318208416135e-06
N195,Queens,['A'],metrocard,40.60006713867188,-73.7613525390625,370,0,SE,0.00016242111053019957,0.0
N195,Queens,['A'],omny,40.60006713867188,-73.7613525390625,195,0,SE,8.560031500915924e-05,0.0
N196,Queens,['A'],metrocard,40.60399627685547,-73.75540161132812,1189,101,SE,0.0005219424335686683,4.433657341500042e-05
N196,Queens,['A'],omny,40.60399627685547,-73.75540161132812,528,33,SE,0.00023177931448633884,1.4486207155396178e-05
N202,Manhattan,"['B', 'D']",metrocard,40.83013534545898,-73.9382095336914,831,3,NE,0.0005205876438428765,1.8793777756060524e-06
N202,Manhattan,"['B', 'D']",omny,40.83013534545898,-73.9382095336914,347,2,NE,0.00021738136271176673,1.2529185170707015e-06
N203,Bronx,"['4', 'B', 'D']",metrocard,40.82799530029297,-73.92565155029297,5467,244,NE,0.003961749227868337,0.00017681851318819723
N203,Bronx,"['4', 'B', 'D']",omny,40.82799530029297,-73.92565155029297,3108,156,NE,0.002252262045036545,0.00011304790187442118
N207,Bronx,"['B', 'D']",metrocard,40.833770751953125,-73.91844177246094,2352,40,NE,0.0017044145205681962,2.8986641506261838e-05
N207,Bronx,"['B', 'D']",omny,40.833770751953125,-73.91844177246094,1225,26,NE,0.0008877158961292688,1.8841316979070194e-05
